,Category,Acronym,Name,Location,Dates,Deadline
3381,automation,CMAME--Ei 2023,"2023 The 10th International Conference on Mechanical, Automotive and Materials Engineering (CMAME 2023)","Da Nang, Vietnam","Dec 20, 2023 - Dec 22, 2023","Aug 5, 2023"
3382,automation,PMAE--Ei 2023,2023 The 5th International Conference on Progress in Mechanical and Aerospace Engineering (PMAE 2023),"Da Nang, Vietnam","Dec 20, 2023 - Dec 22, 2023","Aug 5, 2023"
3383,automation,ICRSA 2023,ACM--2023 the 6th International Conference on Robot Systems and Applications (ICRSA 2023),"Wuhan, China","Sep 22, 2023 - Sep 24, 2023","Aug 5, 2023"
3384,automation,AIAT--EI 2023,2023 the 3rd International Conference on Artificial Intelligence and Application Technologies (AIAT 2023),"Tokyo, Japan","Nov 23, 2023 - Nov 25, 2023","Aug 5, 2023"
3385,automation,ITCAU 2023,"International Conference on Information Technology, Control and Automation ",Virtual Conference,"Dec 30, 2023 - Dec 31, 2023","Aug 5, 2023"
3386,automation,ICCR 2023,IEEE--2023 5th International Conference on Control and Robotics (ICCR 2023),"Tokyo, Japan","Nov 23, 2023 - Nov 25, 2023","Aug 5, 2023"
3387,automation,ICMERR--EI 2023,2023 8th International Conference on Mechanical Engineering and Robotics Research (ICMERR 2023),"Krakow, Poland","Dec 8, 2023 - Dec 10, 2023","Aug 10, 2023"
3388,automation,MCVR--Ei 2023,2023 International Conference on Medical Computer Vision and Robotics (MCVR 2023),"Ningbo, China","Dec 8, 2023 - Dec 10, 2023","Aug 15, 2023"
3389,automation,ACM-EI/Scopus-ACCMI 2023,"2023 Asia Conference on Automation, Cloud Computing and Machine Intelligence (ACCMI 2023)","Bangkok, Thailand","Sep 15, 2023 - Sep 17, 2023","Aug 15, 2023"
3390,automation,AIACT 2024,"2024 8th International Conference on Artificial Intelligence, Automation and Control Technologies (AIACT 2024) ","Phuket, Thailand","Feb 29, 2024 - Mar 2, 2024","Aug 20, 2023"
3391,automation,"Phuket, Thailand | AIACT 2024","2024 8th International Conference on Artificial Intelligence, Automation and Control Technologies (AIACT 2024) ","Phuket, Thailand","Feb 29, 2024 - Mar 2, 2024","Aug 20, 2023"
3392,automation,IEEE--ICMEAS 2023,2023 9th International Conference on Mechanical Engineering and Automation Science (ICMEAS 2023) ,"Xi'an, China","Oct 13, 2023 - Oct 15, 2023","Aug 20, 2023"
3393,automation,China-ICMEAS 2023,2023 9th International Conference on Mechanical Engineering and Automation Science (ICMEAS 2023) ,"Xi'an, China","Oct 13, 2023 - Oct 15, 2023","Aug 20, 2023"
3394,automation,ICRCA--Ei 2024,"2024 the 8th International Conference on Robotics, Control and Automation (ICRCA 2024)","Shanghai, China","Jan 12, 2024 - Jan 14, 2024","Aug 25, 2023"
3395,automation,ICRMV--Ei 2024,2024 the 8th International Conference on Robotics and Machine Vision (ICRMV 2024),"Shanghai, China","Jan 12, 2024 - Jan 14, 2024","Aug 25, 2023"
3396,automation,IEEE ICMRE 2024,IEEE--2024 The 10th International Conference on Mechatronics and Robotics Engineering (ICMRE 2024),"Milan, Italy","Feb 27, 2024 - Feb 29, 2024","Aug 30, 2023"
3397,automation,EI/Scopus-ACAI 2023,"2023 6th International Conference on Algorithms, Computing and Artificial Intelligence (ACAI 2023) -EI Compendex","Sanya, China","Dec 22, 2023 - Dec 24, 2023","Aug 30, 2023"
3398,automation,AEIC--Ei 2024,2024 The International Conference on Automation Engineering and Intelligent Control (AEIC 2024),"Milan, Italy","Feb 27, 2024 - Feb 29, 2024","Aug 30, 2023"
3399,automation,ICMCE--Ei 2024,2024 the 12th International Conference on Mechatronics and Control Engineering (ICMCE 2024),"Budapest, Hungary","Jan 25, 2024 - Jan 27, 2024","Sep 1, 2023"
3400,automation,ICMIT 2024,2024 the 10th International Conference on Manufacturing and Industrial Technologies (ICMIT 2024),"Budapest, Hungary","Jan 25, 2024 - Jan 27, 2024","Sep 1, 2023"
3401,automation,ICMAA--EI 2024,"2024 8th International Conference on Mechanical, Aeronautical and Automotive Engineering (ICMAA 2024)","Penang, Malaysia","Feb 2, 2024 - Feb 4, 2024","Sep 10, 2023"
3402,automation,ICMM--Ei 2024,2024 The 15th International Conference on Mechatronics and Manufacturing (ICMM 2024),"Penang, Malaysia","Feb 2, 2024 - Feb 4, 2024","Sep 10, 2023"
3403,automation,ICRA 2024,IEEE International Conference on Robotics and Automation,"Yokohama, Japan","May 13, 2024 - May 17, 2024","Sep 15, 2023"
3404,automation,ACRA 2023,Australasian Conference on Robotics and Automation,"UNSW, Sydney, Australia","Dec 4, 2023 - Dec 6, 2023","Sep 18, 2023"
3405,automation,IARCE 2023,"2023 7th International Conference on Industrial Automation, Robotics and Control Engineering (IARCE 2023) ","Chengdu, China","Oct 27, 2023 - Oct 30, 2023","Sep 27, 2023"
3406,automation,ICARA 2024,"IEEE--2024 the 10th International Conference on Automation, Robotics and Applications (ICARA 2024)","Athens, Greece","Feb 22, 2024 - Feb 24, 2024","Oct 1, 2023"
3407,automation,ICMCR--Ei 2024,"2024 2nd International Conference on Mechatronics, Control and Robotics (ICMCR 2024)","Jeju, South Korea","Feb 27, 2024 - Feb 29, 2024","Oct 5, 2023"
3408,automation,ICBDB 2023,2023 5th International Conference on Big Data and Blockchain(ICBDB 2023),"Xian, China","Nov 17, 2023 - Nov 19, 2023","Oct 10, 2023"
3409,automation,CFIMA 2023,2023 3rd International Conference on Frontiers of Intelligent Manufacturing and Automation (CFIMA 2023),"Tianjin, China","Nov 3, 2023 - Nov 5, 2023","Oct 15, 2023"
3410,automation,ACM ICMVA 2024,ACM--2024 The 7th International Conference on Machine Vision and Applications (ICMVA 2024),Singapore,"Mar 12, 2024 - Mar 14, 2024","Oct 20, 2023"
3411,automation,ICMAT 2023,The 2nd International Conference on Mechatronics and Automation Technology ,"Wuhan,China","Oct 28, 2023 - Oct 29, 2023","Oct 20, 2023"
3412,automation,ICECC--Ei 2024,"2024 7th International Conference on Electronics, Communications and Control Engineering (ICECC 2024)","Kuala Lumpur, Malaysia","Mar 22, 2024 - Mar 24, 2024","Oct 20, 2023"
3413,automation,AAME--EI 2024,"2024 7th International Conference on Aeronautical, Aerospace and Mechanical Engineering (AAME 2024)",Hong Kong,"Mar 8, 2024 - Mar 10, 2024","Oct 25, 2023"
3414,automation,ICCAE--Ei 2024,2024 the 16th International Conference on Computer and Automation Engineering (ICCAE 2024),"Melbourne, Australia","Mar 14, 2024 - Mar 16, 2024","Oct 25, 2023"
3415,automation,ICIAI 2024,2024 the 8th International Conference on Innovation in Artificial Intelligence (ICIAI 2024),"Tokyo, Japan","Mar 16, 2024 - Mar 18, 2024","Oct 30, 2023"
3416,automation,SAMDE 2023,"2023 5th International Symposium on Automation, Mechanical and Design Engineering (SAMDE 2023)","Macau, China","Dec 8, 2023 - Dec 10, 2023","Nov 1, 2023"
3417,automation,EECR 2024,"2024 the 10th International Conference on Electrical Engineering, Control and Robotics (EECR 2024)","Guangzhou, China","Mar 29, 2024 - Mar 31, 2024","Nov 10, 2023"
3418,automation,IC&C 2024,2024 the 2nd International Conference on Intelligent Control and Computing (IC&C 2024),"Guangzhou, China","Mar 29, 2024 - Mar 31, 2024","Nov 10, 2023"
3419,automation,ISMSI--Ei 2024,"2024 8th International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence (ISMSI 2024)",Singapore,"Apr 24, 2024 - Apr 25, 2024","Nov 20, 2023"
3420,automation,ICARCE 2023,"2023 2nd International Conference on Automation, Robotics and Computer Engineering","Wuhan,China","Dec 14, 2023 - Dec 16, 2023","Nov 22, 2023"
3421,automation,ARAE--Ei 2024,2024 the 3rd International Conference on Advanced Robotics and Automation Engineering (ARAE 2024),"Shanghai, China","Apr 19, 2024 - Apr 21, 2024","Dec 1, 2023"
3422,automation,ICCCR 2024,"IEEE--2024 the 4thInternational Conference on Computer, Control and Robotics (ICCCR 2024)","Shanghai, China","Apr 19, 2024 - Apr 21, 2024","Dec 1, 2023"
3423,automation,ISDEA--Ei 2024,2024 3rd International Conference on Intelligent Systems Design and Engineering Applications (ISDEA 2024),"Tottori, Japan","May 10, 2024 - May 12, 2024","Dec 20, 2023"
3424,automation,IEEE ICCRE 2024,IEEE--2024 9th International Conference on Control and Robotics Engineering (ICCRE 2024),"Osaka University, Osaka, Japan","May 10, 2024 - May 12, 2024","Dec 20, 2023"
3425,automation,ICMLT--Ei 2024,2024 9th International Conference on Machine Learning Technologies (ICMLT 2024),"Oslo, Norway","May 24, 2024 - May 26, 2024","Jan 5, 2024"
3426,automation,ICACAR 2024,"2024 7th International Conference on Advanced Control, Automation and Robotics (ICACAR 2024)","Beijing, China ","Apr 14, 2024 - Apr 16, 2024","Mar 10, 2024"
3427,computer architecture,CAIJ 2023,Computer Applications: An International Journal,N/A,N/A,"Jul 23, 2023"
3428,computer architecture,IJCSES 2023,International Journal of Computer Science and Engineering Survey,N/A,N/A,"Jul 23, 2023"
3429,computer architecture,IJCSA 2023,International Journal on Computational Science & Applications,N/A,N/A,"Jul 24, 2023"
3430,computer architecture,NoCArc 2023,16th International Workshop on Network on Chip Architectures,"Toronto, Canada","Oct 28, 2023 - Oct 29, 2023","Jul 24, 2023 (Jul 17, 2023)"
3431,computer architecture,OpenSuCo @ ISC HPC 2017,2017 International Workshop on Open Source Supercomputing,"Frankfurt, Germany","Jun 22, 2017 - Jun 22, 2017","Apr 21, 2107"
3432,internet of things,RTIS  2023,Fifth International Conference on Real-Time Intelligent Systems,"Luton, UK","Oct 9, 2023 - Oct 11, 2023","Jul 20, 2023"
3433,internet of things,ICIMT 2023,ACM--2023 The 15th International Conference on Information and Multimedia Technology (ICIMT 2023),"Beijing, China","Dec 8, 2023 - Dec 10, 2023","Jul 20, 2023"
3434,internet of things,ICINC--ESCI 2023,"2023 6th International Conference on Information, Networks and Communications (ICINC 2023)--ESCI","Rome, Italy","Oct 14, 2023 - Oct 16, 2023","Jul 20, 2023"
3435,internet of things,Springer AIOTT 2023,Springer--2023 4th Asia IoT Technologies Conference (AIOTT 2023),"Beijing, China","Oct 27, 2023 - Oct 29, 2023","Jul 20, 2023"
3436,internet of things,IoTSMS 2023,"The 10th International Conference on Internet of Things: Systems, Management and Security","San Antonio, Texas , USA.","Oct 23, 2023 - Oct 25, 2023","Jul 20, 2023"
3437,internet of things,BDML--Ei 2023,2023 6th International Conference on Big Data and Machine Learning (BDML 2023),"Xiamen, China","Sep 22, 2023 - Sep 24, 2023","Jul 20, 2023"
3438,internet of things,ICBDR--Ei 2023,2023 The 7th International Conference on Big Data Research (ICBDR 2023),"Lanzhou, China","Sep 23, 2023 - Sep 25, 2023","Jul 20, 2023"
3439,internet of things,IEEE FNWF 2023,"Call for Papers and Proposal Submissions, IEEE Future Networks World Forum","Baltimore, MD, USA","Nov 13, 2023 - Nov 15, 2023","Jul 21, 2023"
3440,internet of things,IEEE FNWF 2023,"Call for Workshop Proposal Submissions, Submission deadline: 14 April 2023 (Extended), IEEE Future Networks World Forum","Baltimore, MD, USA","Nov 13, 2023 - Nov 15, 2023","Jul 21, 2023 (Apr 14, 2023)"
3441,internet of things,ELE 2023,7th International Conference on Electrical Engineering,Virtual Conference,"Oct 7, 2023 - Oct 8, 2023","Jul 22, 2023"
3442,internet of things,VLSIE 2023,4th International Conference on VLSI & Embedded Systems," Dubai, UAE","Nov 11, 2023 - Nov 12, 2023","Jul 22, 2023"
3443,internet of things,BCYIoT 2023,"International Conference on Blockchain, Cybersecurity and Internet of Things",Virtual Conference,"Oct 7, 2023 - Oct 8, 2023","Jul 22, 2023"
3444,internet of things,CSEITT  2023,"International Conference on Computer Science, Engineering and Information Technology Trends",Virtual Conference,"Sep 9, 2023 - Sep 10, 2023","Jul 22, 2023"
3445,internet of things,BIOM 2023,"3rd International Conference on Big Data, IoT and Machine Learning  ","Zurich, Switzerland","Nov 18, 2023 - Nov 19, 2023","Jul 22, 2023"
3446,internet of things,InWeS 2023,14th International Conference on Internet Engineering & Web Services,"Dubai, UAE","Aug 26, 2023 - Aug 27, 2023","Jul 22, 2023"
3447,internet of things,SIP 2023,12th International Conference on Signal & Image Processing,"Zurich, Switzerland","Nov 18, 2023 - Nov 19, 2023","Jul 22, 2023"
3448,internet of things,SIPR  2023,9th International Conference on Signal Processing and Pattern Recognition ,"Vienna, Austria","Oct 28, 2023 - Oct 29, 2023","Jul 22, 2023"
3449,internet of things,NLPTA 2023,International Conference on NLP Techniques and Applications,"London, United Kingdom","Nov 25, 2023 - Nov 26, 2023","Jul 22, 2023"
3450,internet of things,BLKCA  2023,International Conference on Blockchain and Applications,Virtual Conference,"Sep 9, 2023 - Sep 10, 2023","Jul 22, 2023"
3451,internet of things,NeCoM 2023,15th International Conference on Networks & Communications,"Toronto, Canada","Sep 23, 2023 - Sep 24, 2023","Jul 22, 2023"
3452,internet of things,DMML 2023,4th International Conference on Data Mining & Machine Learning,"Toronto, Canada","Sep 23, 2023 - Sep 24, 2023","Jul 22, 2023"
3453,internet of things,WiMNeT 2023,10th International Conference on Wireless and Mobile Network,"Zurich, Switzerland","Nov 18, 2023 - Nov 19, 2023","Jul 22, 2023"
3454,internet of things,MAT  2023,9th International Conference of Advances in Materials Science and Engineering,"Dubai, UAE","Aug 26, 2023 - Aug 27, 2023","Jul 22, 2023"
3455,internet of things,SESBC 2023,"4th International Conference on Software Engineering, Security and Blockchain","Chennai, India","Aug 19, 2023 - Aug 20, 2023","Jul 22, 2023"
3456,internet of things,FMEC 2023,The Eighth International Conference on Fog and Mobile Edge Computing,"Tartu, Estonia.","Sep 18, 2023 - Aug 20, 2023","Jul 23, 2023"
3457,internet of things,IJCNC 2023,"International Journal of Computer Networks & Communications - Scopus, ERA, WJCI Indexed, H Index - 36",N/A,N/A,"Jul 23, 2023"
3458,internet of things,IJASUC 2023,"International Journal of Ad hoc, Sensor & Ubiquitous Computing",N/A,N/A,"Jul 23, 2023"
3459,internet of things,IJITCS 2023,International Journal of Information Technology Convergence and services,N/A,N/A,"Jul 23, 2023"
3460,internet of things,IJCAx 2023,International Journal of Computer-Aided technologies,N/A,N/A,"Jul 23, 2023"
3461,internet of things,BDE 2023,ACM--2023 5th International Conference on Big Data Engineering (BDE 2023),"Zhuhai, China","Nov 17, 2023 - Nov 20, 2023","Jul 25, 2023"
3462,internet of things,ACM ICIT 2023,ACM--2023 The 11th International Conference on Information Technology: IoT and Smart City (ICIT 2023),"Kyoto University, Kyoto, Japan","Dec 14, 2023 - Dec 17, 2023","Jul 25, 2023"
3463,internet of things,NECO 2023,12th International Conference of Networks and Communications,"Sydney, Australia","Dec 23, 2023 - Dec 24, 2023","Jul 29, 2023"
3464,internet of things,ICCSEA 2023,"13th International Conference on Computer Science, Engineering and Applications","Sydney, Australia","Dec 23, 2023 - Dec 24, 2023","Jul 29, 2023"
3465,internet of things,AICME 2023,"2023 International Conference on Artificial Intelligence, Communications and Mechatronics (AICME 2023) -EI Compendex","Chongqing, China","Oct 20, 2023 - Oct 22, 2023","Jul 30, 2023"
3466,internet of things,IEEE Xplore-Ei/Scopus-SPCVA 2023,"2023 Asia Conference on Signal Processing, Computer Vision and Applications (SPCVA 2023)","Qingdao, China","Sep 22, 2023 - Sep 24, 2023","Jul 30, 2023"
3467,internet of things,ICNT--Ei 2023,2023 6th International Conference on Network Technology (ICNT 2023),"Sharm El-Sheikh, Egypt","Nov 21, 2023 - Nov 23, 2023","Jul 30, 2023"
3468,internet of things,ICBDM--EI 2023,2023 The 4th International Conference on Big Data in Management (ICBDM 2023),"Bangkok, Thailand","Dec 16, 2023 - Dec 18, 2023","Jul 30, 2023"
3469,internet of things,IEEE CAMAD 2023,IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks,"Edinburgh, Scotland","Nov 6, 2023 - Nov 8, 2023","Jul 31, 2023"
3470,internet of things,ICFST 2023,2023 The 7th International Conference on Frontiers of Sensors Technologies (ICFST 2023),"Xi'an, China","Nov 17, 2023 - Nov 19, 2023","Aug 1, 2023"
3471,internet of things,EAI SGIoT  2023, 7th EAI International Conference on Smart Grid and Internet of Things,"TaiChung, Taiwan","Nov 18, 2023 - Nov 19, 2023","Aug 1, 2023"
3472,internet of things,ACM ICBDT 2023,ACM--2023 6th International Conference on Big Data Technologies (ICBDT 2023),"Qingdao, China","Sep 22, 2023 - Sep 24, 2023","Aug 1, 2023"
3473,internet of things,CORAJ  2023,International Conference on Operations Research and Applications ,Virtual Conference,"Dec 30, 2023 - Dec 31, 2023","Aug 5, 2023"
3474,internet of things,ICBTA 2023,ACM--2023 6th International Conference on Blockchain Technology and Applications (ICBTA 2023),"Xi'an, China","Dec 15, 2023 - Dec 17, 2023","Aug 5, 2023"
3475,internet of things,ACM CCIOT 2023,ACM--2023 8th International Conference on Cloud Computing and Internet of Things (CCIOT 2023),"Okinawa, Japan","Sep 22, 2023 - Sep 24, 2023","Aug 5, 2023"
3476,internet of things,EAI ICECI 2023,"4th International Conference on Edge Computing and IoT: Systems, Management and Security","Changsha, Hunan Province, People's Repub","Dec 13, 2023 - Dec 14, 2023","Aug 8, 2023"
3477,internet of things,ACM ICBCT 2023,ACM--2023 5th International Conference on Blockchain Technology (ICBCT 2023),"Guilin, China","Nov 10, 2023 - Nov 12, 2023","Aug 10, 2023"
3478,internet of things,ICNS--Ei 2023,2023 The 8th International Conference on Network Security (ICNS 2023),"Osaka, Japan","Dec 15, 2023 - Dec 17, 2023","Aug 10, 2023"
